PC1,PC2,Churn
-1735.5479045578509,-22.980019030608023,0
-1471.2799325408305,-38.33098490683695,0
-1497.9541112560557,32.6065439653369,1
3716.6031380868253,8.932974570143926,1
-2281.913828978134,-17.89850465120102,0
3016.7974731540316,25.615521992255438,0
2615.27456373148,-3.8552551065082525,0
1807.0848019842979,23.654083628040325,0
575.7943867125359,-2.6397751033112016,0
4432.107837760858,0.10257640949742353,0
1042.066164941431,26.728944848713674,0
-2248.7554566486842,-19.618425327307065,0
4624.911701095508,16.046191936134903,0
-1571.231108802953,41.24687588093343,1
-1194.0466896195974,21.23325837996631,1
4848.294961508505,-0.8656621829185127,0
-511.6266858716165,-50.388498543751524,0
2225.715344527758,-6.395321915764583,0
-2264.612281863792,-19.02195320510669,0
-1092.8356209257863,34.542287948731726,1
-808.0932043580019,-53.32989838439785,0
-885.5573753204906,43.56500071918508,1
-1993.9223154771626,6.727203107776475,0
-1229.9404504599513,16.51113337912944,0
3296.927398686724,5.856758235057335,0
1716.2650892065412,-24.707909795024676,0
3842.0765359403304,-8.320628539629485,1
1547.6004850441677,-29.658487092446478,0
2963.2202876364645,5.107507345601597,0
1094.7140713195827,25.372733619332315,1
197.98353584613506,-13.264099024968775,1
-281.4976886992847,3.05841245799148,0
-345.9436441199348,-4.725483276151614,0
-2232.0396981065255,26.395265992656924,1
2077.2775435693948,18.550641307479076,0
751.7425870591319,-23.964480991588477,0
2250.342388107724,-25.11128488475746,0
-2281.2582252283123,-17.31935188413476,0
818.6352149227123,-21.737972774166735,0
352.52806509665197,26.727220317069758,1
-267.47864545584366,-2.816532233332765,0
-1992.6328105689977,29.188018521953467,1
498.5124552919074,-40.71766993699247,0
-1400.2786429026155,-31.042292584281675,0
-2195.986982779426,4.6705223330971535,0
-1386.8973406485684,37.584774230054876,1
-2226.744485299676,31.073189722689477,0
-1692.4868253595887,-32.861948292493025,0
294.7072598074037,22.949501042205007,0
3473.453252665393,0.005363504665275798,0
2457.66076110404,-25.08778506002791,0
-2218.0349634374443,-18.73529249483186,0
-2016.4777972195302,24.41040131407317,0
67.95805998992637,34.119785252862414,1
2988.6892920362707,-17.16995370303222,0
-2281.3591360410787,-17.403880637511573,0
-1934.1298607105048,-27.122169853674908,0
-2282.317313196261,-18.25996033307852,1
-2077.227709891445,-23.15795660337512,0
-886.4921379442678,-54.90567559615387,0
-2260.6031314416855,-18.06237345725254,0
790.5990472643011,18.69829684136799,0
-910.5690951502136,-20.384092340318936,0
2824.6562249910285,0.3182817560496929,0
-2256.0438708088,5.0702909107275715,0
-2230.1233897613442,28.098953784008806,0
-2251.101716075716,9.47107852757589,1
2507.5681817060886,-24.109594024392685,0
-1945.7599576610407,-15.553859464830527,0
-2270.2593048893173,-18.744095524242766,1
-1379.9243762272708,-41.747899900395126,0
-2040.7739161217833,1.192511104924776,1
935.8066168892396,-25.839510069480507,0
-2137.562806514511,38.58647244168766,0
2005.955318969306,1.1478571345848394,0
5586.238220418307,1.2184018984296614,0
3782.0176238837093,-13.638682309857462,0
-1046.326027838374,-42.1727115588968,0
4205.094793589064,-7.7063300101357015,0
-1629.3738993835268,-27.161142714844217,0
1052.1833459719987,-37.63988873347642,0
4366.960124921652,-1.2970995879604956,0
-2231.031124515837,27.290209378405848,0
-1310.8995610749316,36.31500766144305,0
-2133.3434823418015,13.247561052392662,1
4217.2916662695325,5.724378426137868,0
-1863.3201658732053,28.310542438433984,1
158.48709595124183,-17.163819656724144,0
1232.3888788907261,-7.571920140595729,0
4960.962025825575,0.022928580524684605,1
995.8306932609562,12.135979174489677,0
-2091.0402365627842,29.38401310486401,1
3826.5157875824743,-8.145075571393917,1
-1841.425590838655,-29.301060573559383,0
-464.8610672400723,39.45331590786735,1
-1698.6900528134365,35.954334816092086,1
1619.9034123631923,-24.974093351805976,0
-2072.986860785238,-24.064195697753902,0
-2276.971766905025,-13.505325931448404,1
-1952.8950966724092,-27.41031188192398,0
3183.290324086739,-8.058131938800525,0
-92.43185241857827,22.72911786756619,0
-1935.5603787970117,42.131244750188245,1
1477.0206986736607,-31.962034908946595,0
633.0348195402084,-14.33227636251635,1
-1680.8775484034668,37.334709702854425,1
1535.2819270223222,34.22500208637484,0
-2231.081467320121,27.245111739392854,1
-1723.6115764711199,40.18179743165493,1
-122.55602128112514,26.661125427191976,1
-1583.3701407619724,4.3142901112048975,0
-1807.429007182453,7.937342786356481,1
3764.215968443088,-13.893017990988668,0
-637.4944429468585,19.38822465699638,0
349.8940413879809,12.502187987528245,0
-1336.5015050791735,5.637930515615217,0
452.56582271868365,8.614061846869916,0
-1779.9001616974135,41.124838457942744,1
-1770.0878073010726,-28.913254653516915,0
-856.5130828757444,36.540750163627166,1
4412.162472727582,5.988816054308927,0
-2039.7277845293204,24.335485781205968,0
2437.6933155319794,-18.76356241070687,0
-1431.6090612411458,-38.725853566297985,0
-1997.58652477428,33.98157380999689,0
298.8577779627358,33.68199338364032,0
918.5648501814794,8.859745997276882,0
-972.9484633558111,-53.20691423006837,0
-2142.351660131498,12.385634231979857,1
2216.120251202101,0.9079532320017378,1
-2211.842997931627,3.9757163975867087,0
2936.2887139086315,-20.178543284336886,0
2418.5963277189085,-26.765335706386228,0
-2246.058837627071,13.948965996553909,0
1470.3269686639674,0.07945193240846038,0
2373.403138505417,-13.945050370051966,0
-566.6251679031161,-51.833479518787755,0
814.9116563126254,-24.45831736720652,0
-1228.9089786791055,-20.105654050358726,0
973.126133793492,-19.56525423850631,0
1026.0235332305106,38.055928262333765,0
356.29625094208495,0.7269767110779455,0
-1970.9078656702309,-24.737516929783922,0
4650.115845554356,-3.601585235629692,0
-1632.1667509949966,43.848450884730596,1
-1740.4758173806076,-31.642235116882496,0
-1521.4308248835448,-38.63590997424696,0
-2215.246710107619,41.309305627540496,1
3639.772871488587,-4.090826413958279,1
-2220.1888451230143,36.91845773198244,1
-2257.5062592049426,3.7841433454664752,1
-2256.047899146966,-18.874001408699247,0
651.7448127348889,29.70074157120422,1
-1997.1115870448496,-25.22115064011513,0
3442.1780130062316,-16.460932971127598,0
80.41723374991943,28.552217287251906,1
1102.293581433912,23.25202009922463,0
2652.1127757703407,-18.59152496329619,0
-2226.4420118804846,31.366638200105726,1
-2281.560884972609,-17.58914452770535,0
3119.5394945924736,-15.219048802318568,0
-2218.490671672338,-19.324972421539456,0
-145.0058323373105,7.977435727691244,0
3986.2308572320917,12.931373160425096,1
3662.8688421526986,-4.468673657206274,0
1261.2907674040075,-8.654452506732461,0
-2282.7207426325363,-18.617937687378088,0
-797.0504582459337,43.27710124110337,1
309.3604800808812,-22.313943230686313,0
-2276.618745375752,-13.178170250833901,1
-2243.4985319324483,-18.884920717388358,0
-1570.159382651117,5.502181846176207,0
-2231.3336965930434,27.02172636268117,1
-1885.6964562029625,37.24085184607401,1
-308.31489737738616,14.558981539883526,0
5154.45298170052,5.0714741984425515,0
-2064.2086022393905,20.99937906685335,0
-2238.6450247772786,-18.494921641793006,0
-2201.5462205957197,-15.999962950746117,0
-1965.1403541778313,33.71793704354174,0
-1083.0131082390699,23.847288624262276,0
1176.9473739703894,-6.942510539091938,0
-1443.6332475166212,4.617174243494759,0
2312.863302421606,11.23390689062024,0
-988.9706642306064,-1.7209131123884092,0
2406.0324098326555,16.347715438089836,0
-1246.8559612226138,-5.097396399682857,1
4921.751032294508,10.720960923333799,0
-1361.657970135663,-3.0539817687112034,0
1998.6085966807977,1.4879441957376969,0
-1387.3245526157334,18.91387077579406,1
627.2243354042653,-18.18769679744326,0
-242.86107889379127,-15.6454518808555,0
-1916.639346331086,49.58477197447425,1
-2211.206031886029,7.811751470408993,1
1965.241085715753,-5.921160183663446,0
1451.9912431729622,-22.839509542303006,0
-2214.2110010241795,12.472664871541255,0
-2246.462259396306,13.570935380154232,0
-1253.4997870575228,36.53056063457744,1
-1883.5146898964226,35.35138259153776,0
-1379.9366232699954,17.683561372737415,0
4557.856000645739,-3.675652830482484,0
-548.2777877978183,-50.65154121564514,0
-195.28941446117415,-25.477001954592225,0
-1767.746207377648,-29.779437303034214,0
230.53981847629484,-4.559208633173558,0
-1944.5024798790923,-16.12058944081602,0
-2256.4473324891032,4.70643007732253,0
1584.8626968721828,-9.09974483429794,0
-1771.866401374857,22.51469423751631,1
2715.536347584918,-21.366251859133964,0
851.4318559320059,35.76118860200127,1
-2072.1252237798544,7.4790118175130615,0
-1467.1237546203195,34.51384953578483,1
3878.2635353415662,-12.278451637647613,0
417.9409098241408,-40.573603524574125,0
-2217.1879290419365,4.487735901993183,0
4130.042449983732,20.186335087493724,0
-1434.3099019537983,8.446069961509394,0
-2203.221472138365,-10.711048227609876,0
3667.3282877938136,-3.439711486778908,0
-1965.7590858916174,-24.85352427587079,0
336.9877230629827,26.29263288330479,0
-444.88572489078115,-49.663806566568525,0
-1894.7256348159538,-27.899496401163105,0
-2215.1527336767676,-15.357214932935708,1
2694.2285276870025,-9.954846782894343,0
-1777.7458548117304,36.39274022380707,1
-1204.8892731071464,-16.593613346681945,0
-1885.2237061734675,-27.65824515400848,0
-2105.7741755635725,20.56800919648383,0
-1707.7472044273518,2.3600236292964567,1
-2078.1696671860605,-2.359814981444025,1
-878.0527471200071,0.5739852516449204,0
1738.12042911155,-29.550326738782253,0
2352.7048736142024,-16.574478086537255,1
3741.6038892837723,-15.247599847645702,0
-2271.525293613139,-8.669416215660721,1
-975.5908418983834,-18.811941535937137,0
-181.62709388674648,34.90085597323554,1
-614.3305741703662,30.23571813793555,0
1333.9432234775254,-34.0502897461084,0
2918.5915271558215,7.145137650695212,0
-2245.806737539755,14.1611814989163,1
-225.29258681361762,-10.926522100229185,0
-2042.0802266969222,-24.620326587590174,0
2378.9799033669224,17.34178968668474,1
-936.6502239766764,-41.736439689270526,0
1243.8227132917254,-6.451884555915925,0
3884.7068913814137,-8.880137979292464,0
2724.701369272676,7.605923529902704,0
-464.38644854090717,-51.20077726449927,0
-2232.745731864035,25.762922143527213,1
2458.4041369340694,-14.83720305389199,0
-132.46111992305123,-23.373329889647216,0
-1313.2412187376308,37.16948880873521,1
1056.6493702697094,-16.49733510444657,0
-2262.555108962422,-18.273258328980788,0
3445.092197466156,8.039442600642943,1
142.9317779706048,-13.678870024347539,0
-1456.2419572220183,-39.781281683717864,0
2388.006946452463,-24.406303144861557,0
-993.6411489241805,-13.424988986766301,0
-1884.1682005019343,-27.08474613829302,0
-1955.7856619697832,-26.47245223628106,0
126.09187886993323,4.796925053532512,0
737.2951663681333,-16.941270293017254,0
4937.572050960831,5.066282526928241,0
703.0360661117006,29.015220526880057,1
1025.0076082205796,5.761806666889861,1
3087.012335339359,-18.19851263894328,0
359.9250115872874,17.147935598388187,1
-1643.8577370937455,21.231812912779603,0
-2226.1229857153817,-9.598975355396089,1
-1515.7990216484964,-36.39193314530458,0
-414.97660996705827,-16.599151866840533,0
-1651.5730388542052,36.559147001054555,1
-2202.3285029479134,-19.374283788449233,0
-1023.9238135384244,-6.3015837293518935,0
2595.2359069475915,-9.571244118929084,0
3448.74915181892,7.404849206603281,0
-881.8764536038816,-53.254000647052756,0
2179.8397319172245,-17.48564851861506,1
-995.1292653341291,-39.5399957949391,0
-1832.2043299131556,11.738654588540868,0
-2222.659872479819,34.71566878735676,1
-1867.4128328887325,23.860206609667266,0
2913.9984720181565,-9.703600376291828,0
-1600.412637882305,5.0043422097834735,0
2823.528562782227,22.870929462396184,1
-2106.202829060975,11.05513881154151,1
-1013.421107202297,-40.14407057044696,0
-858.8126404157535,-15.387434567729109,0
1070.6054344415384,16.437055375525077,0
-1557.4481603942586,39.5192758452298,0
1466.328932705066,22.972489259549462,0
-2199.8646967728646,12.146819484148295,0
-2259.952679909896,-18.02320123923928,0
606.0895756784039,-5.766984570194648,0
-2201.378614453299,53.62036837789705,1
2333.263226407511,16.762517231140933,0
-2230.5268273996257,27.719926778374443,1
-2250.7992195528927,9.72215772012025,0
208.7701268125079,18.735941112789142,0
710.4308482399592,-37.92732228514682,0
4588.751362990486,4.189089726291144,0
-1873.1982832224521,-22.256749272862443,0
-1575.4473466430222,-36.4861067095371,0
2618.536820207528,-26.909405627326166,0
32.519040482822675,-18.21424388231344,0
2319.2532406786313,-4.601114857642095,0
332.21435857427105,17.294808258423124,0
-1056.5627170674313,-49.290448457875485,0
-166.9835691793337,-46.91765699536222,0
-2217.0376781505774,-19.015927436342555,0
-1032.228834803899,-51.13878994272378,0
2571.204502003723,-22.530387099776977,0
5328.825204874972,-1.1836121121539023,0
718.4296138417176,-24.075761840605573,0
-1185.9958229170577,41.04013558401995,1
-2230.627768664581,27.631174643463623,1
2226.464008163548,32.25142221497414,1
-2241.9236307759743,17.60418757150795,0
-2056.926093069936,-24.238090640873942,0
-230.59628473714747,20.66378297026379,1
-1037.060025499677,24.32371955175273,0
-2112.4083039224574,11.820101054547777,0
1747.7686227310278,-13.283585059266017,0
4051.3301902541807,-11.231358481186831,0
-1062.7551662603378,-45.51194647082051,0
-2231.737126029319,26.663749008381615,1
-444.07673585237194,-8.568022535585783,0
-1040.1626724712871,38.51001701209542,0
2638.1359303122717,-1.1595824088597766,0
-863.2464296523576,18.553063184326177,0
1972.3820279557885,21.338255451482297,1
31.792462587807222,7.161023713623813,0
-1665.658655209317,-33.921660783530285,0
4522.361751309907,4.98559006681981,0
-1463.3478501250459,25.478331887144698,1
2546.292388199873,15.230633097373854,0
-400.9594240835859,22.670093571239676,1
1506.8077964326803,-12.684416554806546,0
-1840.3408255368279,-30.87394139921122,0
-1930.175148279045,-1.2197628757307868,0
-26.42307094783564,-2.6105653334098804,1
-2117.675977002223,-14.927077717620431,0
169.02175075268542,38.68512663716871,1
-1223.9931005841759,-21.18079443437228,1
-1869.3621793249345,-10.2834062348204,0
-1981.4386572354379,33.8263193016045,0
3914.3091846946645,3.5504042025273677,1
-2263.0085364956044,-18.631434012464023,0
-800.3472870644141,-53.72957836327923,0
1039.3975135715582,15.48083589717897,0
-2256.447291148112,4.7175586874588475,1
-2159.72981616874,26.345560999760245,0
-1724.6235076403568,32.37349922980624,1
2729.8756520960487,-18.297008429207928,0
-810.3116392140892,21.02666329261004,1
-366.60044804905556,44.806816483449424,1
3929.022343010035,-12.550764858162253,0
632.0923886526207,29.370466243474127,1
-2174.487036069637,3.3936009061294214,1
-1719.7986461185205,3.5107190832417814,0
-416.67934862685956,-3.5251987805455407,0
4568.664344626414,-5.4905303008259985,0
-2207.6325010604273,-19.798475680457415,0
349.9122724885642,-30.150667342442112,1
5064.272902785233,-1.1717147942069346,0
-1882.752295805172,0.014597873911178283,1
-2251.4547148630922,9.158240076502288,0
-2184.464146649971,12.271943121924124,0
-1603.890463326405,-35.87017399381345,0
-1977.2361008295793,10.567187713289485,1
-741.8755167523757,7.803847621120603,0
2434.076962087669,1.1013513171003808,0
-1836.202500032821,-29.347433334930933,0
-878.6127508053546,21.992309092506204,1
2444.893367222581,-26.943226336736032,0
2148.6185279255233,0.4138721442443867,0
-454.591073057117,17.750069209380285,0
2523.3255140405436,-1.4179921003535867,0
30.196157293668875,35.443557558942956,1
-487.9285567319241,-50.484418024868376,0
-2256.295807548058,4.858518796397277,1
-608.6838219643944,15.467442546912388,1
-1048.5528719072847,-46.595022265189314,0
1754.3313992538924,-26.975897597997488,0
3620.312541254437,10.8637831360384,1
578.6666346038728,-8.53475287444417,0
-2013.658449615572,-24.964821005866607,1
-1375.3357399448116,-23.47462973787423,0
-1617.5388073261945,-25.927465184874052,0
-1663.0387284667215,-32.934401446636834,0
-1427.0833324668483,27.141027098415307,0
1072.2002898982655,3.8484049782595875,0
1322.7446440548333,-29.879554271722967,0
969.1694014346572,28.1148163047908,0
-2141.712857969149,-21.59498116376085,0
-1905.062045130249,47.30021184353879,1
1487.9936537153767,-27.91213017190134,0
2823.5281127874123,5.353140728289844,1
-1929.6262615822006,33.95419537734786,1
-1404.3676229319717,28.836979174742467,1
-2038.52569032541,1.0341114985942639,0
-1547.0614827465183,-36.47518868307671,0
-2220.743494576317,36.42287103051845,1
831.5711045856597,7.768144109271859,0
4301.843696724679,-6.006787862375312,0
1403.001422378361,7.815733538358977,0
-1911.677792015953,33.87562967204026,1
-2020.8440252800447,-26.228643808322666,0
-426.97994010188336,-51.740588526002014,0
-920.1980055514107,-0.4546376075712715,0
2045.3430672676504,24.14867747179352,1
1265.481821504191,-13.676903641071082,0
-2228.6545434168847,-15.649436646142064,0
-1919.4457567865284,-15.322576178648045,0
-313.2261904828965,-50.87237448584732,0
-2049.724879709161,-24.096277219391563,0
-2281.157350031835,-17.227754320639228,0
3515.898991528943,-4.357600734139069,0
-100.82208390629239,40.918397824115175,1
5621.747153017104,2.294871838766987,0
-1318.5159029215058,-41.972826183630474,0
-890.1022383382256,-53.25536968805818,0
5157.996389353361,-4.885383303656148,0
-1208.0217894414038,2.7327416867975742,0
727.9332326823928,15.452831275472128,1
4123.611288441975,-7.410822754681071,0
-1993.1367046783007,39.173857136323164,0
1673.026968769797,11.623754040179904,0
726.1485158365158,-27.532776492336815,1
-1719.768793567027,-30.834062588024864,0
193.90045957504708,4.592491439357261,0
4768.265960947613,-1.731354361493807,0
-2153.589525240927,25.324844300599295,0
-2156.5397765926687,30.522197249805785,0
6048.700877690984,4.4780435062779205,0
3992.6925685381675,-8.822403359683506,0
4832.203478310196,2.6873308872028474,1
3538.2553260496925,16.604980324559264,0
1062.582796965496,-13.034944644706751,0
2933.832857549227,-12.604812433367883,0
-1052.163627047968,-1.2465212770426248,0
-2033.7014481872625,33.65281850819758,1
-624.2824980038336,19.367276462920742,1
696.1872197032176,-27.47449091706468,0
3935.718686060417,8.735911266413602,0
4293.9786855683105,3.0618819726117508,0
-1291.36944659134,13.23302451402877,0
3149.599186491203,-1.7566846693481537,0
2603.1420435971286,19.51583220572298,0
1715.720957639348,9.811389309930043,1
73.88443850171598,-15.115419910523599,0
2090.191822749419,17.375446805220996,0
-1958.0915917573882,-20.271784885027124,0
5364.820157459587,7.71128925425942,0
-2226.94628212232,30.922070131721682,1
-1640.2566031827782,44.869726180888605,1
1844.7250075699094,-29.995725154992055,0
-1781.0730175765416,-31.536573743605025,0
2568.1981846067347,-14.97960416486956,0
3252.149347503062,-13.65982286593152,0
-2281.611258870292,-17.630413369414867,0
103.80530602655426,7.434243713298734,1
-2266.9867556225568,-4.623575971303616,1
-129.00594647612115,43.8506643234812,0
-916.2654449578465,55.69827860887345,1
-1608.0207442728051,23.800154688695955,0
2559.3243849086684,25.423800840502842,0
-1911.6833583980238,-13.994159044840398,0
-1174.657202879316,-46.20693822343506,0
-2103.4611130346116,49.29806506255133,1
-693.0004907657169,35.80055244191766,0
-1174.0626627704899,-0.2866517863194602,1
3402.2363430066343,20.63638939280174,0
-1965.8335790791593,10.890262758787514,0
-2205.5643368883993,49.90322295990741,1
-1582.7300770540978,29.561897445649237,0
647.5158381680317,31.87547615403011,0
-2255.9934007882744,5.126166690151344,1
722.8951630403358,-12.895665368903604,0
-1932.4140262596288,-0.06298092833203128,0
-1577.8804672665874,29.540625293876644,1
1037.9109199210634,11.386606580452835,0
-2013.4723833842786,6.668661433381608,1
1165.931039456716,30.129340744564985,1
-1543.582415624475,-37.53238199654946,0
-2251.0009157481572,9.54646440139939,1
-1369.7643117567795,21.3923534556563,0
-218.1709301431806,34.02299463179003,1
3108.6964737047547,9.818871884842892,0
-2068.937868122411,34.91935015840862,0
55.44428806389533,-23.688410953366766,0
489.3707122243427,-20.48479541262218,0
-1114.4176547287168,-16.701928770653144,0
-1294.5949858050824,-33.98405146110275,0
-1162.0193468016505,30.77878300742391,1
-459.47832698503476,-19.700039132972776,0
-388.556727884569,-25.10119959769774,0
4015.0987239342394,-14.637083156544104,0
-914.610457266876,-7.21763265087133,0
3445.6503921016947,-11.365976852986876,0
4539.940612124158,10.786561935888443,0
-2257.2036769433266,4.0483321907557865,1
3824.324206150829,0.9287427186191479,1
-1386.9059483321594,-34.12256278665698,0
-2230.6781631307226,27.592702687220175,0
-2140.52654374702,31.940213573059324,1
4284.29268080914,-7.548911719284352,1
-2150.239952847245,8.374957266520063,1
1877.9445051268613,0.8777966044038052,0
-586.287951091145,21.644204128900668,0
-1746.9481905448915,17.94860497857686,0
-849.6141077715961,28.523948905066064,1
-1127.1180349284457,-37.30159387731117,0
-2075.934482142378,7.87831637126083,1
1220.474325657618,-32.397083278217636,0
-2162.330888589502,-6.330814218119006,1
3401.927309706107,0.8201808477604118,0
3266.4012530667196,-11.743060924213406,0
-1879.1598575229737,-28.91963386494013,0
-2062.9922989868464,12.332410685746424,0
1778.405814249948,-1.0892961363738891,0
2769.331169581784,14.998214656076911,0
3417.181090891213,17.400638427679702,0
-1971.9446503912134,-26.1072795773458,0
2254.0491096490805,-17.53021114880425,0
1333.7390349676775,30.320742843258756,0
-2021.6192460331874,47.4209273854714,1
-2122.9550923972574,-22.062152759639478,0
963.2214972457614,-37.81587146833745,1
6175.496740123519,4.56651900451039,0
147.1969366996309,-8.026631909452686,0
1998.008000734826,-13.345396413983217,0
-2210.0164775123044,-10.243315101415703,1
-2250.799206960344,9.724589439498011,0
-1056.3828470590279,-37.45951471580352,0
212.3951639592883,33.35797752419002,0
2992.1696360523492,19.886629920068202,1
-1661.6698152325189,25.084436127519545,1
-631.7076951507743,43.21201220658402,0
2497.271206820895,-15.630593037980017,0
3924.3540338850753,9.87312670487475,0
872.1179668816712,-1.715218452231916,0
606.9273871139017,-7.020066041069004,0
1243.9052868148124,-1.7077587275397619,0
3613.373951292546,13.406227452904169,0
1225.8008125798156,-36.46028956945368,0
-1088.4443051218027,20.56658350460502,0
2025.0846165984021,-24.130766571380214,0
-2005.754345385005,-24.520347803665437,0
1330.7888594125966,-29.06302504077208,0
-2077.2380045232535,34.861223729904026,1
5828.270771509123,0.41695120231517535,0
-1770.0169889942135,-30.85918161526674,0
-2241.1512379587784,-19.16651654539766,0
-570.8938471186104,19.77761539221362,1
1490.3965537475183,-16.642850250837622,0
-678.1234842957097,-52.107066865933945,0
1115.7790427082882,31.08602929380359,0
-1708.090888492581,17.47503834833379,0
-1899.965551002643,10.287529835925518,0
-1953.9696014956462,24.14453493805933,1
-1475.5343070982663,-37.428924744852644,0
-300.24265308668873,18.295310047236555,0
-1763.11862334205,-25.539223121595064,0
-1605.4883038540077,35.16445246332334,0
1326.0732907570782,-15.62761651250701,0
-2232.896904183095,25.62740758405755,1
-954.2226368375198,3.398769403389899,0
-1935.7924920807195,43.992827475157966,1
2759.812138453194,6.1508130222529545,0
3922.2321991510516,-1.9375180465294193,0
-1353.749395831334,-33.30220874334944,0
3419.3354918400146,20.609410954508093,0
-1234.3371975024113,10.300884706118005,0
1231.7376657635068,20.447757168436198,0
2218.3461936921613,-9.835449201844405,0
2766.99809366509,18.10578195923059,0
2519.0122349160374,-15.104294451603948,1
-1768.1478924828184,-29.96116306372292,0
-1726.8945989086849,18.394004317911886,0
-700.9881378459615,19.820320213780754,0
